代號,名稱,年/月,報表別F/M,升降,TCRI,系統分級,APLr,MGT易手,炒股,庫藏股,CFO不一致,總分,ADE減分,規模,獲利,安全,效率
6434,達輝光電,2020/06,M,-,8,8 8,AP,,,,,247,,20,,46,68
6435,大中,2020/06,F,-,5,5 4,,+,,,,578,,12,77,98,29
6438,迅得,2020/06,M,-,5,4 4,A,,,,,511,,24,71,97,-40
6441,廣錠,2020/06,M,-,6,7 7, P,,,,,266,,8,1,77,9
6442,光聖,2020/06,M,-,6,6 6,AP,+,,,,384,,18,-4,100,42
6443,元晶,2020/06,M,-,8,9 9, P +,+,,,,79,,45,-35,25,90
6445,經絡醫,2020/06,M,↓,D,9 9,AP,,,,,120,,,-60,100,-40
6446,藥華藥,2020/06,M,-,7,9 9,AP +,+,,,,117,,4,-60,100,-40
6449,鈺邦,2020/06,M,-,6,5 5,A,,,,,457,,20,61,83,-16
6451,訊芯-KY,2020/06,M,-,4,4 3,,,,,,615,,57,59,84,72
6452,康友-KY,2020/06,C,↓,7,- -,,+,,,,,,,,,
6456,GIS-KY,2020/06,M,-,5,2 2, P,+,,,,731,,140,39,92,59
6457,紘康,2020/06,M,-,6,6 2,,,,,,697,,5,120,100,28
6461,益得,2020/06,F,-,8,9 9,AP,+,,,,71,,,-24,56,-40
6462,神盾,2020/06,M, ↑,4,3 2,A,+,,,+,743,,53,112,74,80
6464,台數科,2020/06,G,-,5,-,-,-,-,-,-,,,,,,
6465,威潤,2020/06,M,-,8,7 7, P,,,,,255,,2,-23,77,62
6468,棒辣椒,2020/06,M,-,6,6 4,,+,,,,559,,4,55,100,88
6469,大樹,2020/06,M,-,5,5 5,A,,,,,487,,50,34,76,59
6470,宇智,2020/06,M,-,6,5 3,,+,,,,593,,12,65,100,74
6472,保瑞,2020/06,M,-,6,4 4,A,,,,,532,,17,59,98,28
6473,好玩家*,2020/06,M,-,9,7 7, P,+,,,,322,,,-6,78,99
6474,華豫寧,2020/06,M,↓,7,7 7,,,,,,272,,21,38,27,36
6475,岱煒,2020/06,M,↓,9,9 9,AP +,+,,,,-301,,1,-60,-25,39
6477,安集,2020/06,M,-,7,7 7,A,,,,+,326,,20,61,48,-40
6479,瑞寶基因,2020/06,M,-,9,8 8,AP,+,,,,195,,1,-36,100,-40
6482,弘煜科,2020/06,M,-,7,7 7,AP,,,,,287,,1,-40,100,63
6483,原創,2020/06,R,-,9,8 8, P,+,,,,219,,,-60,100,100
6485,點序,2020/06,M,-,7,7 7,AP,,,,,270,,6,-3,100,-40
6486,互動,2020/06,M,-,6,5 3,,+,,,,620,,13,77,99,64
6488,環球晶,2020/06,M,-,3,1 1,,,,,+,959,,140,108,98,61
6491,晶碩,2020/06,M,-,5,4 3,,+,,,,655,,33,79,100,51
6492,生華科,2020/06,M,-,7,8 8, P +,,,,,248,,,-60,100,92
6493,雷虎生,2020/06,F,-,8,8 8,AP,+,,,,227,,2,-3,88,-40
6494,九齊,2020/06,M,-,6,6 4,AP,,,,,529,,5,56,100,51
6495,納諾*-KY,2020/06,M,-,7,9 9,AP,,,,,135,,8,-33,69,-3
6496,科懋,2020/06,M,-,6,6 6,,,,,,416,,10,20,100,38
6497,亞獅康-KY,2020/06,M,-,D,D D, P +,+,,,,-888,,,-60,-888,
6498,久禾光,2020/06,M,-,7,6 3,A,+,,,,626,,3,105,100,5
6499,益安,2020/06,M,-,7,6 6,AP,+,,,,348,,6,-20,100,76
6504,南六,2020/06,M,-,4,3 3,,,,,,666,,64,106,56,51
6505,台塑化,2020/06,M,-,3,5 5, P,,,,,505,,140,-22,100,93
6506,雙邦,2020/06,M,-,6,5 5,,,,,,428,,13,39,76,56
6508,惠光,2020/06,M,-,5,4 4,A,+,,,,544,,17,83,100,-40
6509,聚和,2020/06,M,-,6,5 5,A,,,,,470,,36,61,72,2
6510,精測,2020/06,M,-,4,4 2,A,+,,,,684,,46,85,100,37
6512,啟發電,2020/06,F,↓,7,7 7,AP,,,,,305,,2,-15,100,22
6514,芮特-KY,2020/06,M,-,6,6 4,A,+,,,,538,,4,68,100,27
6515,穎崴,2020/06,M,-,6,4 2,A,,,,,708,,20,120,100,9
6516,勤崴國際,2020/06,F,-,7,7 7, P,+,,,,263,,2,-12,100,-30
6517,保勝,2020/06,M,-,7,6 5,,+,,,,489,,2,59,100,9
6518,康科特,2020/06,M,-,7,6 6, P,,,,,364,,5,8,96,43
6523,達爾膚,2020/06,M,-,5,5 5,A,+,,,,493,,7,73,100,-40
6525,捷敏-KY,2020/06,M,-,5,4 2,A,,,,,729,,33,99,100,66
6527,明達醫,2020/06,F,-,6,6 6,A,,,,,395,,4,42,100,-39
6529,研鼎,2020/06,M,↓,8,9 9,AP,+,,,,160,,2,-39,76,21
6530,創威,2020/06,F,-,6,6 4,,,,,,524,,2,53,100,61
6531,愛普,2020/06,M,-,7,4 4,,+,,,,547,,28,52,100,36
6532,瑞耘,2020/06,F,-,6,6 3,,,,,,630,,4,105,100,7
6533,晶心科,2020/06,M,-,7,8 8,AP,,,,,234,,5,-19,100,-40
6534,正瀚,2020/06,M,-,7,5 4,A,+,,,,581,,8,103,74,37
6535,順藥,2020/06,M,-,7,9 9,AP,+,,,,116,,2,-60,100,-40
6536,碩豐,2020/06,M,-,9,7 7,AP,,,,,266,,,-51,100,86
6538,倉和,2020/06,M,-,6,5 3,,,,,,675,,13,120,100,-12
6539,麗彤,2020/06,M,-,6,4 4,,+,,,,576,,11,62,100,69
6541,泰福-KY,2020/06,T,-,7,9 9, P,+,,,,-23,,,-60,66,-40
6542,隆中,2020/06,M,-,6,6 3,A,+,,,,648,,5,82,100,93
6543,普惠,2020/06,M,-,6,5 5,,+,,,,485,,4,53,88,53
6545,擎力,2020/06,F,-,7,9 9,AP,,,,,141,,,-51,100,-40
6546,正基,2020/06,M,-,,5 3,A,+,,,,646,,14,87,100,58
6547,高端疫苗,2020/06,M,-,7,9 9,AP,+,,,,-28,,,-60,63,-40
6548,長科*,2020/06,M,-,5,3 3,,+,,,,618,,72,47,91,60
6549,景凱,2020/06,R,-,7,9 9, P,+,,,,120,,,-60,67,100
6550,北極星藥業-KY,2020/06,T,-,8,8 8, P,+,,,,189,,,-36,65,100
6552,易華電,2020/06,F,-,6,5 5,A,,,,,466,,24,41,82,50
6555,榮炭,2020/06,M,-,8,7 7,AP +,+,,,,254,,6,-8,100,-40
6556,勝品,2020/06,M, ↑,6,5 5,,+,,,,476,,10,48,91,40
6558,興能高,2020/06,M,-,6,6 6,AP,+,,,,410,,13,12,100,42
6559,研晶,2020/06,M,-,7,8 8, P,,,,,238,,1,-19,100,-29
6560,欣普羅,2020/06,F,-,6,6 5,A,,,,,461,,2,57,100,-14
6561,是方,2020/06,M,-,4,4 2,,+,,,,739,,27,101,97,94
6562,聯亞藥,2020/06,M,-,8,9 9,AP,+,,,,-265,,5,-36,-50,50
6564,安特羅,2020/06,F,-,8,8 8,AP,+,,,,214,,,-23,100,-40
6565,物聯,2020/06,M,-,7,6 6,A,,,,,387,,1,4,100,73
6566,創益,2020/06,M,-,8,9 9,APL,+,,,,"-1,149",,1,-47,-230,-40
6568,宏觀,2020/06,M,-,6,6 4,A,,,,,514,,7,58,100,27
6569,醫揚,2020/06,M,-,5,5 4,A,+,,,,552,,8,65,100,41
6570,維田,2020/06,M,-,6,6 4,A,,,,,514,,4,56,100,40
6572,博錸,2020/06,M,-,8,8 8,AP,,,,,165,,1,-45,100,-40
6573,虹揚-KY,2020/06,M,-,8,9 9,AP +,,,,,155,,15,-22,64,-8
6574,霈方,2020/06,M,-,6,5 5,A,,,,,442,,5,47,100,-10
6575,心悅,2020/06,T,-,8,9 9, P,,,,,120,,,-60,67,100
6576,逸達,2020/06,M,-,8,7 7, P +,+,,,,260,,1,-60,100,100
6577,勁豐,2020/06,M,-,5,5 3,,,,,,640,,11,93,100,39
6578,達邦蛋白,2020/06,M,-,6,6 5,AP,,,,,421,,4,7,98,92
6579,研揚,2020/06,M,-,4,3 3, P,,,,,612,,59,48,100,52
6580,台睿,2020/06,M,-,7,7 7, P,,,,,260,,1,-60,100,100
6581,鋼聯,2020/06,M,-,5,4 4,A,,,,,524,,18,36,100,81
6582,申豐,2020/06,M,-,5,3 1,,+,,,,815,,31,120,100,93
6584,南俊國際,2020/06,M,-,7,8 8, P,,,,,243,,15,-1,45,78
6585,鼎基,2020/06,M,-,6,6 6, P,,,,,374,,20,6,89,43
6586,醣基,2020/06,M,-,6,8 8,AP +,+,,,,187,,,-29,67,56
6588,東典光電,2020/06,M,-,6,6 5,A,,,,,491,,4,63,100,-5
6589,台康生技,2020/06,M,-,7,9 9, P,,,,,103,,8,-60,96,-40
6590,普鴻,2020/06,M,-,6,6 4,A,,,,,586,,2,96,100,-5
6591,動力-KY,2020/06,M,-,6,5 4,,,,,,508,,10,60,99,9
6593,台灣銘板,2020/06,F,↓,7,8 8,AP,,,,,243,,3,-14,78,28
6594,展匯科,2020/06,F,-,6,6 5,,+,,,,466,,2,30,100,72
6595,光禹國際,2020/06,M,-,8,8 8, P,+,,,,225,,1,-24,100,-40
6597,立誠,2020/06,F,-,8,9 9,AP,,,,,72,,2,-22,50,-28
6598,ABC-KY,2020/06,M, ↑,8,9 9, P,,,,,122,,1,-56,100,-40
6599,普達,2020/06,M,-,6,7 7,AP,+,,,,308,,4,1,100,-11
6603,富強鑫,2020/06,M,↓,6,8 8,AP,+,,,,208,,30,-13,76,-40
6605,帝寶,2020/06,M,-,4,6 6,AP,+,,,,389,,111,18,49,-18
6606,建德工業,2020/06,M,-,6,5 4,A,+,,,,524,,8,92,91,-40
6609,瀧澤科,2020/06,M,-,6,7 7,AP,+,,,,308,,23,9,90,-40
6610,安成生技,2020/06,F,-,8,7 7,AP,+,,,,270,,1,-47,100,73
6611,方舟,2020/06,F,-,D,D D,AP,,,,,-888,,,-60,-888,99
6612,奈米醫材,2020/06,M,-,6,6 5,AP,+,,,,473,,3,69,100,-40
6613,朋億,2020/06,M,-,5,4 3,,+,,,,624,,33,89,100,-8
6615,慧智,2020/06,M,-,6,6 5,,,,,,488,,3,36,100,75
6616,特昇-KY,2020/06,M,-,6,5 5,AP,,,,,449,,6,32,90,71
6617,共信-KY,2020/06,T,-,7,8 8, P,,,,,225,,,-24,66,100
6618,永虹先進,2020/06,M,-,7,8 8,AP +,,,,,244,,1,-54,100,72
6620,漢達,2020/06,M,-,7,9 9,AP +,+,,,,130,,1,-60,100,-27
6621,華宇藥,2020/06,F,-,7,7 7,AP,,,,,326,,1,-12,100,33
6624,萬年清,2020/06,M,-,6,9 9,AP,,,,,156,,2,-13,71,-40
6626,唯數,2020/06,M,-,7,8 8, P,,,,,250,,3,-60,98,98
6629,泰金-KY,2020/06,M,-,6,5 3,,,,,,593,,7,110,74,27
6633,萊鎂醫,2020/06,M,-,8,9 9,AP,,,,,120,,,-60,100,-40
6634,欣耀,2020/06,R,-,8,8 8, P,,,,,178,,,-41,67,100
6637,醫影,2020/06,M,-,6,6 4,A,,,,,584,,3,101,79,38
6638,沅聖,2020/06,M,↓,6,4 3,A,,,,,599,,35,48,100,84
6639,源大環能,2020/06,M,-,7,6 6, P,,,,,336,,2,-2,77,98
6640,均華,2020/06,M,-,6,6 6,A,+,,,,339,,7,25,97,-40
6641,基士德-KY,2020/06,M,-,5,4 3,A,,,,,594,,11,69,100,64
6642,富致,2020/06,M,-,6,6 4,,,,,,570,,3,87,100,5
6643,M31,2020/06,M,-,6,6 2,,,,,,697,,8,101,100,78
6645,金萬林,2020/06,M,-,8,7 7,AP,,,,,269,,2,-20,100,-13
6648,斯其大,2020/06,M,-,6,6 5,,,,,,452,,4,120,41,-40
6649,台生材,2020/06,M,-,7,8 8,AP,+,,,,218,,,-26,100,-40
6651,全宇昕,2020/06,F, ↑,6,6 4,,,,,,528,,6,85,96,-26
6652,雅祥生醫,2020/06,T,-,8,8 8, P,,,,,221,,1,-60,100,100
6654,天正國際,2020/06,M,-,5,6 6,,,,,,420,,4,51,100,-40
6655,科定,2020/06,M,-,7,7 7,A,,,,,284,,28,49,40,-40
6657,華安,2020/06,F,-,8,8 8, P,,,,,243,,,-34,100,11
6661,威健生技,2020/06,M,-,6,6 4, P,,,,,524,,2,50,100,72
6662,樂斯科,2020/06,F,-,6,6 3,A,,,,,626,,2,85,100,68
6664,群翊,2020/06,M,-,6,5 4,A,,,,,564,,17,93,97,-40
6665,康聯生醫,2020/06,M,-,5,4 4,A,,,,,531,,11,49,100,63
6666,羅麗芬-KY,2020/06,M,-,5,6 6,AP,,,,,356,,9,-1,100,34
6667,信紘科,2020/06,M,-,7,7 7,,,,,,306,,9,39,70,-40
6668,中揚光,2020/06,M,-,6,6 6, P,+,,,,374,,16,21,100,-22
6669,緯穎,2020/06,M,-,4,1 1,A,,,,+,849,,140,84,84,64
6670,復盛應用,2020/06,M,-,4,2 1,,,,,,763,,85,72,99,80
6671,三能-KY,2020/06,M,-,5,4 4,A,,,,,575,,13,66,100,53
6672,騰輝電子-KY,2020/06,M,-,6,3 3,,,,,,642,,37,78,97,41
6673,和詮,2020/06,M,-,8,9 9, P,,,,,109,,2,-46,71,12
6674,鋐寶科技,2020/06,M,-,6,6 6,AP,+,,,,368,,18,-1,100,28
6677,瑩碩生技,2020/06,M,-,7,8 8,AP,,,,,220,,8,23,57,-35
6679,鈺太,2020/06,M,-,5,5 3,,,,,,623,,9,115,100,-40
6680,鑫創電子,2020/06,F,-,6,6 3,,,,,,620,,2,85,100,61
6682,碩鑽材料,2020/06,M,-,8,9 9,AP,,,,,142,,4,-59,86,36
6683,雍智科技,2020/06,F,-,6,6 3,A,+,,,,601,,8,108,100,-40
6684,安格,2020/06,F,-,6,6 6,A,,,,,354,,2,5,100,36
6689,伊雲谷,2020/06,M,-,5,4 4, P,,,,,564,,36,35,100,89
6690,安碁資訊,2020/06,F,-,6,6 4,,,,,,549,,4,64,100,49
6691,洋基工程,2020/06,M,-,6,4 4,A,,,,,584,,39,79,92,-7
6692,進能服,2020/06,M,-,6,5 3,A,,,,,613,,8,79,100,61
6693,廣閎科,2020/06,M,-,6,6 6,A,,,,,370,,4,23,91,21
6695,芯鼎,2020/06,F,-,8,8 8,AP,+,,,,228,,4,-44,100,18
6697,東捷資訊,2020/06,M, ↑,6,5 5,,+,,,,482,,6,56,100,2
6698,旭暉應材,2020/06,M,-,6,6 6,AP,,,,,354,,7,-13,100,59
6699,奇邑,2020/06,M,-,7,8 8, P,+,,,,243,,1,-14,100,-40
6703,軒郁,2020/06,M,-,5,5 2,,,,,,724,,5,114,100,71
6705,振躍精密,2020/06,F,-,6,7 7,AP,,,,,296,,2,4,80,40
6706,惠特,2020/06,M,-,6,5 5,A,+,,,,482,,29,50,97,-18
6708,天擎,2020/06,M,-,7,8 8,AP,,,,,214,,1,-28,100,-40
6709,昱厚,2020/06,R,-,8,7 7, P,+,,,,257,,1,-48,100,100
6712,長聖,2020/06,F,-,,8 8, P,,,,,211,,,-28,100,-40
6713,博謙生技,2020/06,F,↓,9,9 9,AP,,,,,-181,,2,-60,25,-40
6715,嘉基,2020/06,M, ↑,5,5 3,A,,,,,601,,17,99,100,-30
6716,應廣,2020/06,M,-,6,6 3,,,,,,648,,3,107,100,20
6717,智慧光,2020/06,F,-,7,6 3,A,+,,,,599,,3,83,100,46
6720,久昌,2020/06,M,-,7,6 5,A,,,,,422,,1,46,100,-18
6721,信實,2020/06,M,-,5,4 3,A,,,,,665,,9,89,100,82
6723,傑智環境,2020/06,M,-,7,6 6,AP,,,,,365,,5,41,81,-9
6724,創王,2020/06,M,-,8,9 9, P,,,,,148,,,-60,72,100
6727,亞泰金屬,2020/06,M,-,6,6 5,,+,,,,478,,7,78,90,-40
6728,上洋,2020/06,M,-,7,7 7,,,,,,286,,6,33,71,-40
6729,機光科技,2020/06,F,-,7,7 7, P,,,,,264,,1,-2,100,-40
6730,常廣,2020/06,M,-,6,6 5,A,,,,,450,,2,62,100,-40
6731,啟坤,2020/06,M,-,6,7 7,AP,+,,,,277,,4,5,89,-40
6732,昇佳電子,2020/06,F,-,5,4 1,A,,,,,817,,43,120,100,72
6733,博晟生醫,2020/06,M,-,-,8 8, P,,,,,171,,,-40,100,-40
6734,安盛生,2020/06,M,-,8,9 9,AP,+,,,,120,,,-60,100,-40
6735,美達科技,2020/06,M,-,6,6 3,A,,,,,599,,3,111,100,-40
6736,碩辣椒,2020/06,F,-,7,8 8, P,+,,,,249,,,-60,100,89
6737,秀育,2020/06,M,-,7,4 4,A,,,,,557,,22,75,84,36
6738,鼎恒,2020/06,M,-,8,8 8, P +,,,,,250,,,-60,100,90
6740,松果購物,2020/06,F,-,7,6 2,,,,,,676,,2,92,100,96
6743,安普新,2020/06,M,-,7,7 7,A,,,,,331,,26,43,56,-17
6744,豐技生技,2020/06,F,-,6,6 3,,,,,,627,,1,84,100,73
6747,亨泰光,2020/06,M,-,6,6 3,A,,,,,624,,4,87,100,56
6750,泰創工程,2020/06,M,-,7,8 8, P,,,,,210,,8,-3,67,-11
6751,智聯服務,2020/06,M,-,-,6 5,,,,,,500,,5,53,98,37
6752,叡揚資訊,2020/06,M,-,6,6 4,,+,,,,540,,6,70,100,19
6754,匯僑設計,2020/06,M,-,6,5 5,A,,,,,498,,29,45,89,40
6755,連鋐科技,2020/06,M,-,7,4 4,A,,,,,561,,15,94,84,-5
6756,威鋒電子,2020/06,M,-,6,5 2,,,,,,730,,10,120,100,50
6757,台灣虎航,2020/06,F,-,7,9 9, P,+,,,+,80,,63,-58,64,50
6758,冠亞,2020/06,M,-,6,7 7,A,+,,,,335,,2,41,82,-40
6761,穩得,2020/06,M,-,5,5 5,,,,,,501,,7,61,96,16
6762,達亞,2020/06,F,-,6,6 2,,,,,,732,,2,120,100,68
6763,綠界科技,2020/06,F,-,-,6 2,,,,,,706,,13,103,91,100
6764,亞洲教育,2020/06,M,↓,6,5 2,,+,,,,722,,6,103,100,100
6767,台微醫,2020/06,M,-,7,8 8, P,,,,,221,,1,-21,100,-40
6771,平和環保,2020/06,M,-,6,6 4,,,,,,570,,5,86,74,80
6772,錫安生技,2020/06,T,-,8,8 8, P,,,,,203,,1,-32,66,100
6775,穎台科技,2020/06,M,-,6,5 5,A,,,,,426,,18,62,56,37
6776,展碁國際,2020/06,M,N,5,4 4,,,,,,541,,65,28,82,80
6780,學習王,2020/06,M,-,6,6 5,AP,,,,,465,,2,67,100,-40
6782,視陽,2020/06,M,-,-,4 4,A,,,,,587,,12,103,69,48
6786,芯測,2020/06,F,-,8,8 8,AP,,,,,189,,,-37,100,-31
6788,華景電,2020/06,M,-,6,6 3,A,,,,,627,,4,117,100,-32
6790,永豐實,2020/06,M,-,-,3 1,,,,,,781,,64,116,75,81
6793,天力離岸,2020/06,F,-,-,6 6, P,,,,,382,,,-15,100,100
6797,圓點奈米,2020/06,F,-,,6 3,,,,,,617,,2,120,98,-40
6803,崑鼎,2020/06,M,-,3,3 3,,+,,,,641,,56,93,93,-30
7402,邑錡,2020/06,F,-,6,7 7,A,+,,,,276,,2,4,100,-40
7419,達勝,2020/06,F,-,8,7 7, P,+,,,,331,,1,-1,100,23
7443,凡事康,2020/06,M,-,7,7 7, P,,,,,316,,3,,78,69
7507,環拓科技,2020/06,M,-,7,9 9,AP,,,,,118,,1,-18,41,41
7516,清淨海,2020/06,M,-,7,7 7, P,+,,,,316,,1,-23,98,51
7547,碩網資訊,2020/06,M,-,-,6 6,,,,,,377,,1,17,100,24
7551,知識科技,2020/06,F,-,9,6 2,A,,,,,708,,1,115,100,62
7556,意德士,2020/06,M,-,7,6 3,A,,,,,659,,3,101,100,51
7558,群利科技,2020/06,F,-,6,7 7,AP,,,,,284,,1,-49,100,95
7561,光晟生技,2020/06,M,-,7,6 6,A,,,,,373,,2,21,100,7
7566,亞果遊艇,2020/06,M,-,7,6 4, P,+,,,,533,,2,48,100,86
7595,世基生醫,2020/06,M,-,,6 6,AP,+,,,,337,,1,-9,100,35
8011,台通,2020/06,M,-,8,8 8,AP +,,,,,207,,22,,67,-40
8015,愛迪亞,2020/06,F,-,7,7 7,AP,+,,,,261,,1,-3,100,-40
8016,矽創,2020/06,M,-,3,3 1,A,,,,+,824,,85,99,100,56
8021,尖點,2020/06,M,-,5,5 5, P,,,,,494,,33,40,100,9
8022,正航,2020/06,M,-,6,6 6,AP,,,,,354,,2,-20,100,71
8024,佑華,2020/06,M,-,6,7 7,AP,,,,,323,,3,-20,100,57
8027,鈦昇,2020/06,M,-,7,7 7,A,+,,,,326,,12,32,82,-40
8028,昇陽半導體,2020/06,M,-,6,5 5,,+,,,,430,,28,18,85,67
8029,久尹,2020/06,M,-,7,6 6, P,+,,,,370,,6,27,100,-23
8032,光菱,2020/06,M,-,5,5 5, P,+,,,,425,,19,13,100,50
8033,雷虎,2020/06,M,-,8,7 7, P,+,,,,250,,6,-3,89,-40
8034,榮群,2020/06,M,-,7,7 7,AP,,,,,268,,3,-2,100,-40
8038,長園科,2020/06,M,-,8,8 8,AP,,,,,249,,3,-13,99,-40
8039,台虹,2020/06,M,-,4,4 4,,+,,,,569,,69,44,100,1
8040,九暘,2020/06,F,-,6,6 6,AP,+,,,,359,,5,-10,100,55
8042,金山電,2020/06,M,-,6,6 6,AP,,,,,343,,43,9,89,-40
8043,蜜望實,2020/06,M,-,5,6 6,,,,,,408,,36,1,100,32
8044,網家,2020/06,M,-,6,2 2,,+,,,,691,,131,17,93,99
8045,達運光電,2020/06,M,-,8,7 7,AP,,,,,284,,9,-4,98,-40
8046,南電,2020/06,M,-,4,1 1,,+,,,,787,,140,51,100,54
8047,星雲,2020/06,M,-,6,7 7,AP,,,,,297,,3,-11,100,1
8048,德勝,2020/06,M,-,6,6 4,A,,,,,540,,6,54,100,66
8049,晶采,2020/06,M,-,5,5 3,A,,,,,663,,12,99,100,43
8050,廣積,2020/06,M,-,5,6 6,,+,,,,383,,47,10,94,-25
8053,巨擘,2020/06,M,-,D,D D,AP,,,,,-888,,2,-60,-888,-10
8054,安國,2020/06,M,-,6,6 6,AP,+,,,,363,,10,-12,100,60
8059,凱碩,2020/06,M,-,7,6 6,AP,+,,,,400,,17,-5,98,68
8064,東捷,2020/06,M,-,7,7 7,AP,,,,,300,,47,7,75,-40
8066,來思達,2020/06,M,-,6,6 6,AP,+,,,,415,,31,,87,90
8067,志旭,2020/06,M,-,9,9 9, P,,,,,-9,,2,-33,41,-40
8068,全達,2020/06,M,-,8,6 6,AP +,+,,,,344,,9,,82,74
8069,元太,2020/06,M,-,4,2 2,,+,,,,742,,116,57,100,40
8070,長華*,2020/06,M,-,4,3 3,,+,,,,613,,104,47,66,64
8071,能率網通,2020/06,M,-,7,7 7,AP,,,,,332,,29,15,56,63
8072,陞泰,2020/06,M,-,6,6 6, P,+,,,,367,,9,-4,100,52
8074,鉅橡,2020/06,M,-,6,7 7,,,,,,260,,11,15,76,-36
8076,伍豐,2020/06,M,-,7,7 7,AP,,,,,274,,33,4,77,-40
8077,洛碁,2020/06,M,-,8,9 9, P,+,,,,113,,10,-52,69,50
8080,永利聯合,2020/06,M,-,D,9 9,AP,+,,,,-759,,1,-60,-120,-40
8081,致新,2020/06,M,-,4,3 2,,,,,,735,,54,96,100,39
8083,瑞穎,2020/06,F,-,4,4 3,,,,,,622,,10,120,85,-14
8084,巨虹,2020/06,M,↓,9,9 9,AP +,,,,,-74,,8,-60,30,45
8085,福華,2020/06,M,-,8,6 6, P,+,,,,347,,10,-12,97,51
8086,宏捷科,2020/06,F,-,5,4 2,,+,,,,711,,31,101,100,46
8087,華鎂鑫,2020/06,M,↓,9,6 6, P,,,,,368,,1,-11,100,72
8088,品安,2020/06,F,-,6,5 4,,,,,,590,,9,62,100,85
8089,康全電訊,2020/06,M,-,7,4 3,AP,,,,,610,,15,86,100,24
